duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
244,udp,smtp,SF,3327,1678,0,0,0,11,0,1,0,0,0,0,3,0,0,0,1,0,25,32,0.07,0.07,0.05,0.05,0.88,0.05,0.01,52,73,0.26,0.06,0.95,0.96,0.06,0.06,0.05,0.06,normal
16,icmp,private,REJ,647,9283,0,0,0,16,0,1,0,0,0,0,1,0,4,0,1,0,38,36,0.08,0.07,0.06,0.05,0.85,0.19,0.39,6,103,0.8,0.77,0.25,0.22,0.09,0.06,0.06,0.05,normal
157,icmp,smtp,SF,8106,4604,0,0,0,24,0,1,0,0,0,0,2,0,3,0,1,0,7,29,0.1,0.09,0.06,0.06,0.89,0.09,0.69,183,51,0.52,0.8,0.16,0.34,0.1,0.09,0.05,0.04,normal
19,tcp,smtp,S0,688,6149,0,0,0,21,0,1,0,0,0,0,2,0,0,0,1,0,25,48,0.05,0.05,0.09,0.09,0.99,0.03,0.83,52,84,0.77,0.51,0.91,0.34,0.04,0.04,0.1,0.1,normal
9,tcp,eco_i,REJ,49,17,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,174,10,0.52,0.49,0.28,0.26,0.24,0.71,0.55,144,155,0.3,0.01,0.16,0.98,0.58,0.41,0.28,0.33,ipsweep
36,tcp,ssh,SF,7619,1308,0,0,0,22,0,1,0,0,0,0,4,0,0,0,0,0,20,24,0.0,0.0,0.09,0.09,0.95,0.26,0.59,62,134,0.79,0.6,0.25,0.57,0.0,0.0,0.08,0.12,normal
4,icmp,http,S0,74,78,0,1,0,28,0,0,0,0,0,0,0,0,0,0,1,1,475,261,0.97,0.93,0.08,0.08,0.93,0.06,0.78,148,32,0.97,0.22,0.08,0.09,1.12,0.98,0.06,0.09,pod
1,udp,private,REJ,5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,230,4,0.58,0.57,0.32,0.32,0.13,0.79,0.41,140,24,0.81,0.9,0.45,0.3,0.69,0.56,0.26,0.23,mscan
181,udp,ftp,S0,7812,2100,0,0,0,23,0,1,0,0,0,0,0,0,3,0,1,0,49,10,0.05,0.04,0.07,0.06,0.84,0.08,0.99,230,135,0.26,0.63,0.61,0.97,0.04,0.05,0.06,0.07,normal
5,icmp,eco_i,S0,23,80,0,3,0,25,0,0,0,0,0,0,0,0,0,0,1,1,253,136,0.8,0.72,0.08,0.06,0.84,0.04,0.65,23,178,0.49,0.95,0.24,0.69,0.58,0.57,0.08,0.07,teardrop
208,tcp,smtp,S0,3750,6540,0,0,0,14,0,1,0,0,0,0,4,0,3,0,1,0,3,25,0.09,0.11,0.0,0.0,0.78,0.09,0.64,139,129,0.52,0.47,0.9,0.25,0.11,0.07,0.0,0.0,normal
0,tcp,other,RSTOS0,97,28,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,1,260,393,0.98,0.99,0.12,0.1,0.96,0.08,0.88,226,54,0.57,0.76,0.83,0.99,0.85,0.7,0.15,0.1,neptune
182,udp,domain,S0,7385,4626,0,0,0,29,0,1,0,0,0,0,3,0,5,0,1,0,15,15,0.02,0.02,0.07,0.06,0.79,0.17,0.57,55,245,0.78,0.03,0.21,0.23,0.02,0.02,0.08,0.05,normal
4,tcp,other,RSTOS0,44,27,0,3,0,3,0,0,0,0,0,0,0,0,0,0,1,0,467,157,0.99,1.17,0.12,0.14,0.93,0.05,0.76,79,139,0.51,0.72,0.15,0.92,1.17,1.18,0.15,0.15,pod
168,icmp,smtp,REJ,2563,7900,0,0,0,18,0,1,0,0,0,0,1,0,2,0,0,0,43,25,0.06,0.06,0.07,0.08,0.78,0.02,0.48,199,225,0.94,0.43,0.37,0.56,0.04,0.07,0.08,0.06,normal
62,udp,smtp,S0,451,6492,0,0,0,12,0,1,0,0,0,0,3,0,2,0,0,0,45,38,0.06,0.06,0.02,0.02,0.96,0.23,0.6,7,52,0.94,0.66,0.63,0.33,0.06,0.07,0.02,0.02,normal
67,udp,private,SF,8913,6523,0,0,0,10,0,1,0,0,0,0,5,0,0,0,0,0,26,48,0.06,0.06,0.02,0.01,0.8,0.18,0.98,3,24,0.67,0.78,0.8,0.11,0.07,0.04,0.02,0.01,normal
299,udp,smtp,REJ,4275,4184,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,50,48,0.06,0.07,0.05,0.05,0.74,0.03,0.85,192,26,0.76,0.69,0.89,0.71,0.06,0.06,0.04,0.06,normal
31,udp,private,S0,8720,2095,0,0,0,10,0,1,0,0,0,0,3,0,2,0,1,0,32,44,0.09,0.07,0.1,0.08,0.98,0.07,0.99,69,71,0.02,0.21,0.08,0.73,0.08,0.08,0.1,0.07,normal
1,tcp,private,REJ,52,33,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1,453,421,0.89,1.01,0.05,0.05,0.9,0.03,0.01,124,75,0.23,0.58,0.07,0.57,0.74,0.72,0.04,0.06,land
205,udp,http,SF,6284,9921,0,0,0,10,0,1,0,0,0,0,1,0,1,0,0,0,16,30,0.06,0.07,0.06,0.06,0.89,0.1,0.26,154,142,0.76,0.25,0.92,0.63,0.07,0.07,0.06,0.05,normal
19,tcp,ssh,SF,1923,1908,0,0,0,24,3,1,8,0,1,41,12,4,2,0,1,0,1,7,0.05,0.06,0.12,0.1,0.76,0.1,0.48,245,26,0.17,0.36,0.1,0.15,0.06,0.04,0.11,0.1,buffer_overflow
211,tcp,private,S0,6526,418,0,0,0,10,0,1,0,0,0,0,1,0,4,0,1,0,14,10,0.02,0.02,0.05,0.05,0.72,0.24,0.95,239,116,0.72,0.97,0.8,0.2,0.02,0.02,0.06,0.05,normal
288,icmp,smtp,S0,7446,4464,0,0,0,6,0,1,0,0,0,0,3,0,0,0,1,0,44,6,0.01,0.01,0.05,0.05,0.76,0.12,0.96,237,220,0.1,0.16,0.95,0.29,0.01,0.01,0.03,0.03,normal
203,tcp,http,REJ,8375,2444,0,0,0,25,0,1,0,0,0,0,1,0,1,0,0,0,37,11,0.06,0.05,0.1,0.1,0.87,0.15,0.72,103,42,0.17,0.44,0.72,0.98,0.07,0.05,0.09,0.08,normal
3,tcp,domain,S0,418,9067,0,0,0,15,0,1,0,0,0,0,5,0,1,0,1,0,19,9,0.05,0.06,0.03,0.02,0.9,0.13,0.4,33,80,0.62,0.73,0.35,0.09,0.06,0.04,0.02,0.02,normal
155,icmp,domain,S0,2161,2160,0,0,0,4,0,1,0,0,0,0,3,0,1,0,0,0,28,12,0.02,0.02,0.0,0.0,0.76,0.0,0.65,118,1,0.71,0.19,0.27,0.14,0.02,0.02,0.01,0.0,normal
58,udp,domain,SF,9229,543,0,0,0,12,0,1,0,0,0,0,3,0,4,0,1,0,39,8,0.09,0.1,0.07,0.07,0.77,0.13,0.25,0,130,0.37,0.91,0.06,0.02,0.07,0.08,0.07,0.05,normal
2,tcp,eco_i,S0,12,42,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,350,308,0.86,0.79,0.12,0.1,0.88,0.07,0.01,9,208,0.62,0.98,0.42,0.73,1.0,0.66,0.14,0.13,back
125,icmp,smtp,SF,9105,836,0,0,0,11,0,1,0,0,0,0,2,0,1,0,1,0,21,33,0.08,0.09,0.02,0.02,0.84,0.13,0.85,156,254,1.0,0.17,0.34,0.87,0.07,0.08,0.02,0.01,normal
41,tcp,ftp_data,REJ,7233,854,0,0,0,17,0,0,0,0,0,0,7,0,4,0,0,0,6,8,0.13,0.11,0.16,0.19,0.52,0.32,0.36,3,241,0.12,0.54,0.07,0.89,0.16,0.16,0.13,0.17,warezmaster
5,icmp,eco_i,REJ,38,11,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,61,6,0.87,0.93,0.18,0.2,0.12,0.66,0.99,114,9,0.71,0.76,0.47,0.97,0.84,0.74,0.2,0.2,nmap
199,tcp,domain,REJ,5893,8743,0,0,0,5,0,1,0,0,0,0,5,0,1,0,0,0,37,30,0.09,0.1,0.0,0.0,0.93,0.26,0.71,192,31,0.01,0.51,0.27,0.43,0.1,0.07,0.0,0.0,normal
116,tcp,private,S0,4650,6446,0,0,0,18,0,1,0,0,0,0,5,0,3,0,0,0,7,48,0.01,0.01,0.02,0.03,0.95,0.18,0.93,201,24,0.91,0.86,0.22,0.52,0.01,0.01,0.02,0.02,normal
5,icmp,other,RSTO,32,41,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,76,9,0.89,0.96,0.13,0.15,0.07,0.79,0.01,2,240,0.24,0.59,0.62,0.98,1.07,1.12,0.14,0.11,saint
236,icmp,private,REJ,4189,5124,0,0,0,13,0,1,0,0,0,0,1,0,5,0,0,0,18,8,0.08,0.08,0.0,0.0,0.82,0.27,0.34,118,152,0.77,0.83,0.99,0.11,0.08,0.11,0.0,0.0,normal
263,tcp,domain,REJ,5446,9351,0,0,0,27,0,1,0,0,0,0,2,0,4,0,1,0,48,4,0.05,0.05,0.06,0.07,0.93,0.29,0.92,254,168,0.42,0.99,0.55,0.38,0.05,0.06,0.05,0.05,normal
107,tcp,ssh,REJ,1653,7684,0,0,0,20,0,1,0,0,0,0,5,0,0,0,0,0,30,25,0.01,0.01,0.09,0.09,0.89,0.06,0.39,80,76,0.19,0.72,0.5,0.28,0.01,0.01,0.1,0.1,normal
283,udp,private,SF,3118,3723,0,0,0,5,0,1,0,0,0,0,2,0,1,0,1,0,6,49,0.1,0.09,0.01,0.01,0.95,0.24,0.71,60,145,0.62,0.16,0.59,0.05,0.08,0.08,0.01,0.01,normal
168,tcp,domain,SF,5898,5193,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,24,23,0.07,0.07,0.1,0.08,0.71,0.29,0.42,158,135,0.94,0.79,0.56,0.8,0.08,0.05,0.08,0.1,normal
47,icmp,smtp,S0,283,6906,0,0,0,20,0,1,0,0,0,0,1,0,4,0,0,0,21,2,0.04,0.05,0.04,0.04,0.97,0.05,0.36,151,145,0.42,0.69,0.25,0.0,0.04,0.04,0.05,0.04,normal
64,udp,smtp,REJ,5503,7073,0,0,0,20,0,1,0,0,0,0,1,0,1,0,0,0,1,32,0.05,0.05,0.08,0.09,0.88,0.2,0.19,31,134,0.68,0.41,0.03,0.18,0.06,0.04,0.08,0.09,normal
108,tcp,telnet,SF,1605,1605,0,0,0,30,0,1,8,0,1,83,15,0,3,0,1,0,3,1,0.11,0.12,0.07,0.07,0.67,0.01,0.06,106,129,0.31,0.03,0.44,0.48,0.09,0.09,0.06,0.06,rootkit
1,icmp,private,S0,94,76,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,395,293,0.96,0.8,0.12,0.11,0.82,0.09,0.42,28,64,0.88,0.51,0.65,0.44,0.83,0.93,0.09,0.11,land
251,icmp,domain,REJ,7339,2778,0,0,0,23,0,1,0,0,0,0,5,0,5,0,0,0,36,10,0.01,0.01,0.02,0.02,0.75,0.2,0.17,27,149,0.26,0.7,0.37,0.58,0.0,0.01,0.02,0.01,normal
9,icmp,ssh,S0,7258,2599,0,0,0,17,0,1,0,0,0,0,1,0,3,0,1,0,45,41,0.03,0.03,0.08,0.08,0.8,0.11,0.55,133,7,0.44,0.81,0.7,0.27,0.02,0.03,0.1,0.06,normal
72,icmp,domain,REJ,9989,7484,0,0,0,28,0,1,0,0,0,0,4,0,1,0,1,0,10,35,0.03,0.03,0.04,0.03,0.72,0.18,0.64,193,131,0.12,0.03,0.34,0.87,0.02,0.03,0.04,0.04,normal
4,icmp,http,REJ,9,88,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,1,293,256,1.0,1.03,0.19,0.17,0.92,0.04,0.12,89,134,0.13,0.68,0.24,0.37,1.11,0.75,0.18,0.14,teardrop
43,icmp,domain,REJ,4337,9162,0,0,0,21,0,1,0,0,0,0,4,0,5,0,1,0,2,34,0.04,0.04,0.09,0.11,0.74,0.0,0.37,20,245,0.47,0.1,0.95,0.47,0.04,0.04,0.08,0.12,normal
226,icmp,ssh,S0,2534,4861,0,0,0,1,0,1,0,0,0,0,4,0,0,0,1,0,27,6,0.07,0.05,0.03,0.03,0.72,0.01,0.56,185,14,0.73,0.01,0.05,0.35,0.06,0.07,0.04,0.04,normal
89,tcp,http,SF,2870,7761,0,0,0,27,0,1,0,0,0,0,5,0,5,0,1,0,24,40,0.08,0.08,0.05,0.05,0.89,0.2,0.42,231,158,0.25,0.76,0.35,0.38,0.09,0.08,0.05,0.05,normal
144,tcp,ssh,S0,1901,5771,0,0,0,28,0,1,0,0,0,0,2,0,0,0,0,0,50,47,0.02,0.02,0.03,0.03,0.98,0.24,0.98,117,227,0.79,0.8,0.4,0.57,0.02,0.02,0.03,0.02,normal
0,icmp,eco_i,RSTO,63,98,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,507,334,0.86,0.78,0.13,0.14,0.96,0.05,0.03,29,108,0.96,0.8,0.5,0.17,0.98,0.95,0.13,0.11,teardrop
295,icmp,ssh,SF,3042,4284,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,24,49,0.02,0.03,0.01,0.01,0.83,0.18,0.8,36,128,0.41,0.42,0.51,0.55,0.03,0.02,0.01,0.01,normal
295,udp,http,REJ,3484,907,0,0,0,28,0,1,0,0,0,0,4,0,0,0,0,0,43,30,0.07,0.08,0.02,0.02,0.78,0.28,0.86,135,79,0.35,0.97,0.5,0.93,0.05,0.09,0.02,0.02,normal
7,icmp,private,S0,4,48,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,1,255,5,0.74,0.59,0.34,0.3,0.18,0.77,0.25,233,53,0.48,0.55,0.25,0.47,0.87,0.59,0.29,0.26,saint
172,icmp,http,S0,5688,2410,0,0,0,20,0,1,0,0,0,0,4,0,4,0,1,0,40,12,0.04,0.04,0.09,0.09,0.95,0.19,0.46,240,169,0.29,0.33,0.26,0.45,0.04,0.03,0.07,0.07,normal
5,icmp,private,RSTOS0,0,88,0,2,0,22,0,0,0,0,0,0,0,0,0,0,0,1,408,322,0.84,0.8,0.09,0.08,0.93,0.01,0.6,56,78,0.84,0.84,0.53,0.79,0.83,0.71,0.1,0.1,smurf
35,udp,ssh,REJ,6637,2279,0,0,0,21,0,1,0,0,0,0,3,0,0,0,1,0,46,9,0.07,0.07,0.02,0.02,0.97,0.29,0.03,161,118,0.1,0.04,0.71,0.45,0.09,0.06,0.02,0.03,normal
83,tcp,http,SF,8896,423,0,0,0,2,0,0,0,0,0,0,2,0,10,0,0,0,6,5,0.09,0.09,0.26,0.3,0.44,0.26,0.56,249,24,0.91,0.42,0.32,0.88,0.08,0.11,0.24,0.25,warezmaster
221,udp,private,S0,1359,8616,0,0,0,29,0,1,0,0,0,0,0,0,1,0,1,0,2,11,0.06,0.06,0.06,0.04,0.86,0.1,0.93,139,199,0.59,0.71,0.53,0.31,0.06,0.08,0.07,0.07,normal
9,tcp,ssh,SF,1362,464,0,0,0,27,3,1,2,0,0,96,6,0,7,0,1,0,4,2,0.13,0.16,0.17,0.17,0.58,0.19,0.98,64,226,0.93,0.75,0.55,0.14,0.17,0.15,0.2,0.14,perl
236,icmp,ssh,SF,4034,2500,0,0,0,30,0,1,0,0,0,0,3,0,0,0,0,0,1,33,0.1,0.1,0.05,0.05,0.87,0.25,0.23,113,136,0.64,0.35,0.87,0.76,0.13,0.11,0.05,0.04,normal
98,icmp,smtp,S0,8237,648,0,0,0,30,0,1,0,0,0,0,1,0,0,0,0,0,4,17,0.03,0.04,0.03,0.03,0.81,0.18,0.64,64,87,0.55,0.82,0.81,0.92,0.02,0.04,0.04,0.02,normal
2,udp,eco_i,RSTO,52,66,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,396,507,0.89,0.88,0.18,0.19,0.89,0.0,0.85,35,184,0.79,0.42,0.78,0.29,1.09,0.87,0.19,0.22,smurf
97,tcp,telnet,SF,2533,2381,0,0,0,10,1,1,10,0,2,21,10,4,20,0,1,0,9,5,0.15,0.15,0.09,0.1,0.87,0.06,0.44,5,216,0.89,0.24,0.61,0.94,0.16,0.16,0.1,0.11,loadmodule
16,udp,ssh,SF,9145,9792,0,0,0,16,0,1,0,0,0,0,1,0,4,0,0,0,21,14,0.01,0.01,0.01,0.01,0.92,0.07,0.95,255,46,0.87,0.38,0.54,0.25,0.01,0.01,0.01,0.02,normal
0,tcp,http,S0,46,27,0,1,0,20,0,0,0,0,0,0,0,0,0,0,1,1,334,243,0.97,0.84,0.04,0.04,0.88,0.0,0.07,163,195,0.37,0.43,0.62,0.46,1.21,1.06,0.03,0.05,neptune
175,icmp,domain,S0,6076,466,0,0,0,2,0,1,0,0,0,0,5,0,5,0,1,0,22,21,0.09,0.08,0.02,0.02,0.89,0.04,0.88,146,38,0.56,0.62,0.94,0.69,0.07,0.11,0.03,0.02,normal
85,tcp,smtp,REJ,8302,167,0,0,0,15,0,0,0,0,0,0,4,0,5,0,1,1,3,7,0.2,0.18,0.03,0.02,0.33,0.39,0.2,69,242,0.63,0.77,0.88,0.46,0.14,0.22,0.03,0.03,spy
185,icmp,smtp,SF,1550,2811,0,0,0,7,0,1,0,0,0,0,1,0,3,0,1,0,48,19,0.09,0.09,0.03,0.03,0.92,0.05,0.02,128,46,0.18,0.72,0.82,0.9,0.08,0.11,0.02,0.03,normal
290,tcp,private,SF,4675,7888,0,0,0,13,0,1,0,0,0,0,2,0,2,0,0,0,39,17,0.01,0.01,0.08,0.09,0.9,0.27,0.09,58,104,0.8,0.74,0.73,0.23,0.01,0.01,0.08,0.07,normal
4,udp,private,RSTOS0,54,69,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,144,195,0.9,0.94,0.06,0.07,0.83,0.08,0.71,42,114,0.04,0.29,0.86,0.56,0.72,0.91,0.06,0.06,land
0,icmp,other,RSTOS0,38,46,1,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,196,159,0.96,1.03,0.02,0.02,0.92,0.06,0.39,105,48,0.44,0.15,0.76,0.88,1.04,0.96,0.03,0.03,land
0,udp,http,S0,83,27,1,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,416,158,0.98,0.88,0.16,0.14,0.9,0.0,0.16,127,139,0.95,0.26,0.37,0.03,0.97,0.83,0.16,0.18,land
253,udp,ftp,REJ,2564,5917,0,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0,46,42,0.05,0.05,0.02,0.02,0.95,0.23,0.96,39,47,0.65,0.85,0.74,0.77,0.04,0.06,0.03,0.03,normal
194,tcp,http,SF,1785,595,0,0,0,24,3,1,10,1,1,88,20,1,5,0,0,0,7,7,0.17,0.15,0.0,0.0,0.67,0.18,0.03,55,162,0.52,0.01,0.03,0.5,0.22,0.15,0.0,0.0,rootkit
110,udp,smtp,SF,6705,5581,0,0,0,19,0,1,0,0,0,0,4,0,1,0,0,0,35,50,0.05,0.04,0.03,0.03,0.91,0.21,0.73,252,95,0.14,0.85,0.33,0.54,0.05,0.05,0.03,0.03,normal
161,tcp,smtp,REJ,1923,9488,0,0,0,15,0,1,0,0,0,0,1,0,3,0,0,0,27,2,0.1,0.1,0.09,0.09,0.86,0.05,0.4,98,74,0.95,0.53,0.03,0.69,0.09,0.09,0.09,0.09,normal
8,udp,other,RSTO,45,17,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,75,7,0.62,0.58,0.38,0.33,0.04,0.7,0.44,204,19,0.12,0.36,0.3,0.51,0.47,0.72,0.33,0.29,nmap
278,tcp,private,S0,3559,6263,0,0,0,28,0,1,0,0,0,0,0,0,1,0,1,0,5,5,0.04,0.03,0.04,0.04,0.73,0.12,0.17,11,170,0.34,0.71,0.27,0.97,0.05,0.03,0.04,0.05,normal
130,tcp,ssh,S0,1516,4423,0,0,0,27,0,1,0,0,0,0,2,0,2,0,1,0,2,13,0.03,0.03,0.08,0.09,0.78,0.21,0.03,118,3,0.85,0.09,0.96,0.64,0.02,0.03,0.06,0.07,normal
300,udp,ftp,REJ,2109,1671,0,0,0,17,0,1,0,0,0,0,4,0,1,0,1,0,42,47,0.1,0.1,0.04,0.05,0.96,0.06,0.94,166,230,0.02,0.79,0.19,0.03,0.11,0.1,0.04,0.06,normal
278,tcp,http,SF,6797,4303,0,0,0,6,0,1,0,0,0,0,4,0,2,0,1,0,49,50,0.09,0.11,0.02,0.02,0.94,0.19,0.69,88,249,0.93,0.33,0.66,0.34,0.11,0.08,0.02,0.03,normal
198,udp,domain,S0,4861,2314,0,0,0,15,0,1,0,0,0,0,3,0,1,0,1,0,6,48,0.08,0.07,0.05,0.04,0.91,0.29,0.01,212,34,0.65,0.45,0.27,0.46,0.08,0.07,0.05,0.05,normal
60,udp,private,SF,9074,3784,0,0,0,27,0,1,0,0,0,0,5,0,5,0,0,0,11,28,0.03,0.02,0.07,0.07,0.88,0.22,0.47,52,64,0.68,0.62,0.64,0.34,0.03,0.02,0.08,0.05,normal
289,udp,domain,S0,1522,4775,0,0,0,24,0,1,0,0,0,0,5,0,2,0,0,0,12,41,0.07,0.08,0.06,0.07,0.97,0.07,0.89,103,109,0.48,0.67,0.81,0.71,0.09,0.08,0.07,0.07,normal
1,tcp,other,RSTO,48,35,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,1,464,341,0.82,0.97,0.02,0.02,0.9,0.01,0.52,142,37,0.93,0.94,0.49,0.58,0.63,0.78,0.01,0.02,neptune
195,icmp,private,SF,1738,9594,0,0,0,27,0,1,0,0,0,0,5,0,2,0,1,0,33,16,0.01,0.01,0.06,0.06,0.81,0.09,0.77,172,94,0.24,1.0,0.67,0.97,0.01,0.01,0.07,0.06,normal
286,icmp,http,REJ,2458,5630,0,0,0,17,0,1,0,0,0,0,4,0,0,0,0,0,16,12,0.03,0.04,0.01,0.01,0.73,0.19,0.57,30,209,0.67,0.41,0.02,0.54,0.03,0.04,0.01,0.01,normal
5,udp,private,RSTO,19,25,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,244,9,0.57,0.64,0.05,0.06,0.22,0.91,0.84,10,228,0.05,0.25,0.52,0.06,0.61,0.65,0.05,0.06,mscan
1,tcp,http,RSTOS0,96,90,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,392,363,0.85,0.92,0.1,0.1,0.92,0.07,0.87,90,209,0.35,0.85,0.8,0.67,0.73,0.77,0.09,0.08,pod
184,icmp,ftp,SF,9848,8403,0,0,0,27,0,1,0,0,0,0,2,0,0,0,0,0,11,33,0.01,0.01,0.1,0.09,0.78,0.14,0.13,76,31,0.19,0.97,0.4,0.99,0.01,0.01,0.12,0.09,normal
44,tcp,telnet,S0,7363,228,0,0,0,10,0,1,0,0,0,0,6,0,3,0,0,0,8,1,0.18,0.18,0.21,0.2,0.31,0.5,0.65,139,238,0.4,0.48,0.12,0.34,0.19,0.18,0.23,0.23,imap
183,tcp,ssh,REJ,6737,9888,0,0,0,30,0,1,0,0,0,0,1,0,4,0,1,0,14,13,0.01,0.01,0.04,0.04,0.77,0.08,0.95,118,238,0.14,0.79,0.85,0.22,0.02,0.01,0.05,0.04,normal
117,icmp,ssh,REJ,921,163,0,0,0,23,0,1,0,0,0,0,0,0,1,0,1,0,35,45,0.06,0.05,0.01,0.01,0.76,0.28,0.23,100,63,0.63,0.54,0.81,0.21,0.05,0.05,0.02,0.01,normal
249,icmp,private,SF,4463,7664,0,0,0,3,0,1,0,0,0,0,5,0,5,0,1,0,15,29,0.01,0.01,0.05,0.05,0.91,0.19,0.39,8,197,0.3,0.84,0.36,0.3,0.01,0.01,0.05,0.06,normal
113,udp,domain,REJ,2627,7178,0,0,0,13,0,1,0,0,0,0,5,0,4,0,1,0,19,2,0.03,0.03,0.07,0.06,0.89,0.14,0.96,109,19,0.22,0.46,0.91,0.47,0.04,0.04,0.09,0.08,normal
190,tcp,smtp,SF,1599,9779,0,0,0,21,0,1,0,0,0,0,2,0,0,0,0,0,33,24,0.08,0.06,0.08,0.07,0.83,0.1,0.44,207,18,0.4,0.46,0.99,0.49,0.07,0.09,0.1,0.09,normal
126,tcp,domain,REJ,5921,1508,0,0,0,4,0,1,0,0,0,0,3,0,1,0,0,0,47,1,0.02,0.02,0.03,0.03,0.79,0.26,0.4,226,151,0.21,0.68,0.41,0.6,0.02,0.02,0.04,0.02,normal
178,udp,private,S0,6845,5985,0,0,0,1,0,1,0,0,0,0,3,0,1,0,0,0,28,50,0.07,0.06,0.04,0.04,0.72,0.02,0.02,74,239,0.94,0.38,0.38,0.68,0.09,0.06,0.03,0.04,normal
95,tcp,private,SF,4720,8323,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,0,29,18,0.06,0.05,0.06,0.05,0.72,0.2,0.55,220,202,0.72,0.73,0.75,0.21,0.07,0.04,0.05,0.08,normal
285,icmp,private,REJ,3289,7734,0,0,0,25,0,1,0,0,0,0,3,0,0,0,0,0,33,23,0.06,0.06,0.06,0.06,0.78,0.15,0.92,149,187,0.64,0.56,0.01,0.35,0.06,0.05,0.05,0.06,normal
153,udp,ssh,SF,3880,8890,0,0,0,4,0,1,0,0,0,0,5,0,2,0,0,0,29,50,0.05,0.06,0.01,0.01,0.93,0.27,0.34,44,97,0.44,0.8,0.3,0.45,0.04,0.06,0.01,0.01,normal
62,tcp,ssh,SF,3006,455,0,0,0,26,2,1,1,0,0,6,17,4,19,0,1,0,10,7,0.1,0.09,0.12,0.14,0.75,0.12,0.95,84,135,0.93,0.3,0.87,0.36,0.1,0.11,0.1,0.09,loadmodule
5,udp,private,S0,32,28,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,1,66,1,0.76,0.74,0.02,0.03,0.1,0.66,0.59,30,108,0.48,0.26,0.28,0.43,0.95,0.59,0.03,0.02,mscan
90,tcp,ftp,SF,3945,9463,0,0,0,29,0,1,0,0,0,0,4,0,5,0,0,0,44,26,0.07,0.07,0.1,0.11,0.87,0.12,0.04,154,62,0.31,0.6,0.21,0.37,0.08,0.07,0.11,0.09,normal
114,icmp,ftp,S0,55,474,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,11,38,0.03,0.04,0.09,0.1,0.76,0.16,0.86,48,47,0.91,0.56,0.38,0.91,0.04,0.04,0.09,0.1,normal
205,icmp,private,S0,642,5886,0,0,0,17,0,1,0,0,0,0,4,0,3,0,1,0,22,8,0.06,0.05,0.07,0.07,0.92,0.18,0.66,39,247,0.01,0.01,0.31,0.95,0.06,0.05,0.05,0.08,normal
2,tcp,http,REJ,1761,614,0,0,0,5,0,0,2,0,0,0,9,0,5,0,0,0,14,2,0.05,0.05,0.18,0.21,0.38,0.24,0.77,135,21,0.67,0.94,0.83,0.48,0.05,0.06,0.17,0.16,phf
197,tcp,private,S0,4226,8912,0,0,0,25,0,1,0,0,0,0,1,0,3,0,0,0,1,25,0.04,0.04,0.01,0.01,0.98,0.28,0.92,198,189,0.94,0.43,0.49,0.09,0.03,0.04,0.0,0.01,normal
62,icmp,private,SF,3818,3681,0,0,0,23,0,1,0,0,0,0,3,0,4,0,0,0,13,4,0.02,0.02,0.04,0.04,0.96,0.15,0.22,145,174,0.6,0.55,0.69,0.7,0.02,0.02,0.04,0.04,normal
0,icmp,other,S0,36,45,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,276,183,0.82,0.79,0.03,0.03,0.81,0.02,0.1,6,129,0.26,0.8,0.41,0.04,0.84,0.61,0.03,0.04,land
